timestamp,service,level,message,incident_id,category
1076874863,action,INFO,wait  (command 2201),E45,HPC
1076871482,action,INFO,wait  (command 2199),E45,HPC
1076865929,action,INFO,boot  (command 2183),E4,HPC
1076865608,action,INFO,wait  (command 2189),E45,HPC
1077739942,action,INFO,wait  (command 2302),E45,HPC
1077647123,action,INFO,wait  (command 2270),E45,HPC
1077645240,action,INFO,wait  (command 2257),E45,HPC
1077645240,action,INFO,boot  (command 2257),E4,HPC
1077809713,action,INFO,boot  (command 2316),E4,HPC
1077810165,action,INFO,boot  (command 2316),E4,HPC
1077810494,action,INFO,wait  (command 2322),E45,HPC
1077816813,action,INFO,wait  (command 2354),E45,HPC
1077817656,action,INFO,wait  (command 2347),E45,HPC
1077873102,action,INFO,boot  (command 2368),E4,HPC
1077875823,action,INFO,boot  (command 2392),E4,HPC
1077877886,action,INFO,boot  (command 2406),E4,HPC
1077878060,action,INFO,boot  (command 2417),E4,HPC
1077881141,action,INFO,boot  (command 2423),E4,HPC
1077881713,action,INFO,wait  (command 2424),E45,HPC
1077894469,action,INFO,wait  (command 2449),E45,HPC
1077902963,action,INFO,boot  (command 2464),E4,HPC
1077903223,action,INFO,wait  (command 2468),E45,HPC
1078490898,action,INFO,boot  (command 2520),E4,HPC
1078468230,action,INFO,wait  (command 2517),E45,HPC
1078468218,action,INFO,boot  (command 2517),E4,HPC
1078468203,action,INFO,wait  (command 2511),E45,HPC
1078468187,action,INFO,wait  (command 2513),E45,HPC
1078467481,action,INFO,boot  (command 2514),E4,HPC
1078162366,action,INFO,wait  (command 2484),E45,HPC
1079249218,action,INFO,boot  (command 2625),E4,HPC
1079070194,action,INFO,wait  (command 2607),E45,HPC
1079070177,action,INFO,boot  (command 2616),E4,HPC
1079070175,action,INFO,boot  (command 2619),E4,HPC
1079070000,action,INFO,boot  (command 2616),E4,HPC
1079069993,action,INFO,boot  (command 2616),E4,HPC
1079069377,action,INFO,boot  (command 2602),E4,HPC
1079049069,action,INFO,wait  (command 2582),E45,HPC
1079048210,action,INFO,boot  (command 2584),E4,HPC
1079015170,action,INFO,wait  (command 2549),E45,HPC
1079014799,action,INFO,boot  (command 2550),E4,HPC
1079014796,action,INFO,boot  (command 2548),E4,HPC
1079012648,action,INFO,boot  (command 2538),E4,HPC
1079616550,action,INFO,wait  (command 2683),E45,HPC
1079617054,action,INFO,boot  (command 2686),E4,HPC
1079617260,action,INFO,wait  (command 2682),E45,HPC
1081392152,action,INFO,wait  (command 2763),E45,HPC
1081998493,action,INFO,wait  (command 2800),E45,HPC
1081880821,action,INFO,boot  (command 2790),E4,HPC
1082038490,action,INFO,wait  (command 2817),E45,HPC
1082038630,action,INFO,wait  (command 2823),E45,HPC
1082039069,action,INFO,wait  (command 2817),E45,HPC
1083202417,action,INFO,wait  (command 2900),E45,HPC
1083200791,action,INFO,wait  (command 2885),E45,HPC
1083304818,action,INFO,wait  (command 2909),E45,HPC
1085071596,action,INFO,boot  (command 2960),E4,HPC
1085071024,action,INFO,wait  (command 2963),E45,HPC
1086022370,action,INFO,boot  (command 2999),E4,HPC
1085979758,action,INFO,halt  (command 2992),E19,HPC
1089897107,action,INFO,wait  (command 3087),E45,HPC
1089897051,action,INFO,wait  (command 3079),E45,HPC
1089896823,action,INFO,wait  (command 3078),E45,HPC
1095347018,action,INFO,wait  (command 3141),E45,HPC
1095346191,action,INFO,boot  (command 3138),E4,HPC
1096995511,action,INFO,boot  (command 3169),E4,HPC
1096995263,action,INFO,boot  (command 3169),E4,HPC
1098389763,action,INFO,boot  (command 3194),E4,HPC
1100785255,action,INFO,boot  (command 3320),E4,HPC
1100785255,action,INFO,boot  (command 3318),E4,HPC
1100785975,action,INFO,boot  (command 3317),E4,HPC
1100786301,action,INFO,wait  (command 3319),E45,HPC
1102475613,action,INFO,wait  (command 3334),E45,HPC
1102475187,action,INFO,boot  (command 3334),E4,HPC
1108647096,action,INFO,wait  (command 3412),E45,HPC
1108647304,action,INFO,boot  (command 3413),E4,HPC
1111072078,action,INFO,boot  (command 3473),E4,HPC
1111865182,action,INFO,wait  (command 3523),E45,HPC
1111865169,action,INFO,wait  (command 3525),E45,HPC
1111862672,action,INFO,wait  (command 3519),E45,HPC
1111862280,action,INFO,boot  (command 3519),E4,HPC
1111855559,action,INFO,boot  (command 3512),E4,HPC
1114095465,action,INFO,boot  (command 3579),E4,HPC
1114095917,action,INFO,boot  (command 3572),E4,HPC
1114095982,action,INFO,boot  (command 3580),E4,HPC
1116601343,action,INFO,wait  (command 3612),E45,HPC
1116601359,action,INFO,boot  (command 3615),E4,HPC
1116601982,action,INFO,wait  (command 3609),E45,HPC
1116604606,action,INFO,boot  (command 3624),E4,HPC
1116611765,action,INFO,wait  (command 3649),E45,HPC
1116611976,action,INFO,boot  (command 3639),E4,HPC
1118929077,action,INFO,wait  (command 3690),E45,HPC
1118929116,action,INFO,boot  (command 3696),E4,HPC
1118929118,action,INFO,wait  (command 3698),E45,HPC
1119845504,action,INFO,wait  (command 3709),E45,HPC
1126813838,action,INFO,wait  (command 3837),E45,HPC
1126814027,action,INFO,wait  (command 3847),E45,HPC
1131220838,action,INFO,boot  (command 3951),E4,HPC
1131216880,action,INFO,boot  (command 3928),E4,HPC
1131215738,action,INFO,boot  (command 3939),E4,HPC
1131239917,action,INFO,boot  (command 3964),E4,HPC
1131241563,action,INFO,wait  (command 3973),E45,HPC
1131242308,action,INFO,wait  (command 3981),E45,HPC
1131242355,action,INFO,wait  (command 3981),E45,HPC
1132159257,action,INFO,boot  (command 4024),E4,HPC
1134671414,action,INFO,wait  (command 4061),E45,HPC
1140100216,action,INFO,wait  (command 4110),E45,HPC
1140100074,action,INFO,boot  (command 4118),E4,HPC
1140099980,action,INFO,wait  (command 4116),E45,HPC
1140099718,action,INFO,wait  (command 4117),E45,HPC
1140099563,action,INFO,boot  (command 4109),E4,HPC
1141676760,action,INFO,wait  (command 4145),E45,HPC
1142527921,action,INFO,boot  (command 4176),E4,HPC
1142528184,action,INFO,boot  (command 4170),E4,HPC
1142528212,action,INFO,wait  (command 4176),E45,HPC
1142528540,action,INFO,wait  (command 4176),E45,HPC
1142537875,action,INFO,bootGenvmunix  (command 4185),E6,HPC
1145552039,action,INFO,boot  (command 4223),E4,HPC
1145552056,action,INFO,wait  (command 4221),E45,HPC
1145552379,action,INFO,wait  (command 4219),E45,HPC
1073991950,boot_cmd,INFO,Command has completed successfully,E12,HPC
1074752045,boot_cmd,INFO,Command has completed successfully,E12,HPC
1077894737,boot_cmd,INFO,Command has completed successfully,E12,HPC
1079049124,boot_cmd,INFO,Command has completed successfully,E12,HPC
1079616724,boot_cmd,INFO,Command has completed successfully,E12,HPC
1081993794,boot_cmd,INFO,Command has completed successfully,E12,HPC
1095346421,boot_cmd,INFO,Command has completed successfully,E12,HPC
1109728975,boot_cmd,INFO,Command has completed successfully,E12,HPC
1111856688,boot_cmd,INFO,Command has completed successfully,E12,HPC
1118282468,boot_cmd,INFO,Command has completed successfully,E12,HPC
1074297378,boot_cmd,INFO,Targeting domains:node-D3 and nodes:node-[104-127] child of command 1963,E42,HPC
1074297389,boot_cmd,INFO,Targeting domains:node-D4 and nodes:node-[136-159] child of command 1964,E42,HPC
1077059790,shutdown_cmd,INFO,Targeting domains:node-D7 and nodes:node-[224\ 228\ 232],E43,HPC
1077877853,boot_cmd,INFO,Targeting domains:node-D4 and nodes:node-[128-135] child of command 2401,E42,HPC
1078453922,boot_cmd,INFO,Targeting domains:node-D0 and nodes:node-[8-31] child of command 2489,E42,HPC
1098825780,boot_cmd,INFO,Targeting domains:node-D0 and nodes:node-0,E43,HPC
1104070308,boot_cmd,INFO,Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191],E43,HPC
1111855423,boot_cmd,INFO,Targeting domains:node-D2 and nodes:node-[64-95] child of command 3488,E42,HPC
1119845316,boot_cmd,INFO,Targeting domains:node-D2 and nodes:node-84,E43,HPC
1106496000,node,INFO,psu failure\ ambient=28,E35,HPC
1131240275,node,INFO,psu failure\ ambient=28,E35,HPC
1132434391,node,INFO,psu failure\ ambient=28,E35,HPC
1140312091,node,INFO,psu failure\ ambient=28,E35,HPC
1140430530,node,INFO,psu failure\ ambient=31,E35,HPC
1129812510,switch_module,WARN,Temperature (41C) exceeds warning threshold,E44,HPC
1129813980,switch_module,WARN,Temperature (41C) exceeds warning threshold,E44,HPC
1074279038,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage234,E10,HPC
1074464654,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1412,E10,HPC
1074462833,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1024,E10,HPC
1074462062,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1534,E10,HPC
1074289164,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1231,E10,HPC
1076398960,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage934,E10,HPC
1076864677,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage131,E10,HPC
1076864401,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1144,E10,HPC
1076864348,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage444,E10,HPC
1077889836,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage141,E10,HPC
1077891659,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,E10,HPC
1077891661,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1612,E10,HPC
1077901705,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,E10,HPC
1078465745,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1542,E10,HPC
1078465745,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1644,E10,HPC
1078963582,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage242,E10,HPC
1082041350,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1031,E10,HPC
1089893907,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1331,E10,HPC
1089893729,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage742,E10,HPC
1089893727,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage221,E10,HPC
1093627911,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage622,E10,HPC
1094568654,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage112,E10,HPC
1098365526,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1432,E10,HPC
1106588485,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage142,E10,HPC
1108645899,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage742,E10,HPC
1108646021,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1231,E10,HPC
1111067897,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage1311,E10,HPC
1118940596,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage411,E10,HPC
1132158358,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage132,E10,HPC
1134669644,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage832,E10,HPC
1134669644,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage531,E10,HPC
1140098601,clusterfilesystem,INFO,ClusterFileSystem: There is no server for ServerFileSystem domain storage321,E10,HPC
1085075228,unix.hw,WARN,NIFF: node node-69 detected a failed network connection on network 5.5.224.0 via interface alt0,E27,HPC
1142550442,unix.hw,WARN,NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0,E27,HPC
1131228351,clusterfilesystem,ERROR,ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,E39,HPC
1119372267,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1119290224,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1121581239,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1121525534,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1121303273,switch_module,INFO,Fan speeds ( 3552 3534 3375 4245 3515 3479 ),E18,HPC
1123408044,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1124831967,switch_module,INFO,Fan speeds ( 3552 3534 3375 11637 3515 3479 ),E18,HPC
1125827345,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125819002,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125718237,switch_module,INFO,Fan speeds ( 3552 3534 3375 4245 3515 3479 ),E18,HPC
1125706262,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125677285,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125668027,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125664672,switch_module,INFO,Fan speeds ( 3552 3534 3375 4470 3515 3479 ),E18,HPC
1125660960,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125651957,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125557358,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125545019,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1126010536,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1126010284,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1126001523,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125974682,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125968635,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125967289,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125958618,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125942184,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125941020,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125940778,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125938946,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125938127,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125936247,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125935993,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125933864,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125932744,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125929387,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125922192,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125920701,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125915215,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125915213,switch_module,INFO,Fan speeds ( 3552 3534 3375 4166 3515 3479 ),E18,HPC
1125913604,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125911516,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1125873598,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1128271361,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1128271267,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1129314010,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1129307838,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1129295995,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1129295109,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1129159678,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1129157128,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1129156854,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1129155779,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1129155045,switch_module,INFO,Fan speeds ( 3552 3534 3375 4530 3515 3479 ),E18,HPC
1129150679,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1128907389,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1128901378,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1128899272,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1128888604,switch_module,INFO,Fan speeds ( 3552 3534 3375 4192 3515 3479 ),E18,HPC
1128887986,switch_module,INFO,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),E17,HPC
1132421073,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1132558950,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1133183830,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1133182195,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1133181426,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1133178458,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1133177775,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1133174442,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1133174185,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1133174025,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1133173381,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1133169111,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1133168036,switch_module,INFO,Fan speeds ( 3552 3534 3391 4299 3515 3479 ),E18,HPC
1133166706,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1133166616,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1133165477,switch_module,INFO,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),E17,HPC
1140616724,switch_module,INFO,Fan speeds ( 3552 3552 3391 **** 3515 3497 ),E17,HPC
1140616395,switch_module,INFO,Fan speeds ( 3552 3552 3391 **** 3515 3497 ),E17,HPC
1141884709,switch_module,INFO,Fan speeds ( 3534 3534 3375 **** 3497 3479 ),E17,HPC
1141832424,switch_module,INFO,Fan speeds ( 3534 3534 3375 **** 3497 3479 ),E17,HPC
1141828356,switch_module,INFO,Fan speeds ( 3534 3534 3375 4272 3497 3479 ),E18,HPC
1141828195,switch_module,INFO,Fan speeds ( 3534 3534 3375 4470 3497 3479 ),E18,HPC
1144366153,switch_module,INFO,Fan speeds ( 3534 3534 3375 **** 3497 3479 ),E17,HPC
1143993115,switch_module,INFO,Fan speeds ( 3534 3534 3375 **** 3497 3479 ),E17,HPC
1143991258,switch_module,INFO,Fan speeds ( 3534 3534 3375 **** 3497 3479 ),E17,HPC
1143988225,switch_module,INFO,Fan speeds ( 3534 3534 3375 **** 3497 3479 ),E17,HPC
1143988205,switch_module,INFO,Fan speeds ( 3534 3534 3375 **** 3497 3479 ),E17,HPC
1143980889,switch_module,INFO,Fan speeds ( 3534 3534 3375 4115 3497 3479 ),E18,HPC
1143979891,switch_module,INFO,Fan speeds ( 3534 3534 3375 **** 3497 3479 ),E17,HPC
1143979871,switch_module,INFO,Fan speeds ( 3534 3534 3375 **** 3497 3479 ),E17,HPC
1143979502,switch_module,INFO,Fan speeds ( 3534 3534 3375 **** 3497 3479 ),E17,HPC
1111858191,boot_cmd,ERROR,Command has been aborted,E11,HPC
1101771720,switch_module,INFO,power/control problem,E34,HPC
1076189965,switch_module,ERROR,Link error,E21,HPC
1077793578,switch_module,ERROR,Link error,E21,HPC
1077757190,switch_module,ERROR,Link error,E21,HPC
1079076297,switch_module,ERROR,Link error,E21,HPC
1080298218,switch_module,ERROR,Link in reset,E24,HPC
1080292236,switch_module,ERROR,Link error,E21,HPC
1080825593,switch_module,ERROR,Link error,E21,HPC
1080668603,switch_module,ERROR,Link error,E21,HPC
1081534663,switch_module,ERROR,Link error,E21,HPC
1081296321,switch_module,ERROR,Link error,E21,HPC
1082033409,switch_module,ERROR,Link in reset,E24,HPC
1083198788,switch_module,ERROR,Link ok,E25,HPC
1124878893,switch_module,ERROR,Link error on broadcast tree Interconnect-0T00:00:2:1,E22,HPC
1142703109,switch_module,ERROR,Link error on broadcast tree Interconnect-1T00:00:3:6,E22,HPC
1142743438,switch_module,ERROR,Link error on broadcast tree Interconnect-1T00:00:2:0,E22,HPC
1142752287,switch_module,ERROR,Link error on broadcast tree Interconnect-1T00:00:2:0,E22,HPC
1077949575,clusterfilesystem,WARN,ServerFileSystem: ServerFileSystem domain root14_local is full,E40,HPC
1079715693,clusterfilesystem,WARN,ServerFileSystem: ServerFileSystem domain root10_local is full,E40,HPC
1080155118,clusterfilesystem,WARN,ServerFileSystem: ServerFileSystem domain root22_local is full,E40,HPC
1080811198,clusterfilesystem,WARN,ServerFileSystem: ServerFileSystem domain root13_local is full,E40,HPC
1086596948,clusterfilesystem,WARN,ServerFileSystem: ServerFileSystem domain root26_tmp is full,E40,HPC
1087531181,clusterfilesystem,WARN,ServerFileSystem: ServerFileSystem domain root7_local is full,E40,HPC
1114672353,clusterfilesystem,WARN,ServerFileSystem: ServerFileSystem domain root1_local is full,E40,HPC
1114553373,clusterfilesystem,WARN,ServerFileSystem: ServerFileSystem domain root22_local is full,E40,HPC
1114546822,clusterfilesystem,WARN,ServerFileSystem: ServerFileSystem domain root3_local is full,E40,HPC
1117133933,clusterfilesystem,WARN,ServerFileSystem: ServerFileSystem domain root25_local is full,E40,HPC
1117131308,clusterfilesystem,WARN,ServerFileSystem: ServerFileSystem domain root26_local is full,E40,HPC
1117130918,clusterfilesystem,WARN,ServerFileSystem: ServerFileSystem domain root22_local is full,E40,HPC
1073126274,clusterfilesystem,INFO,ClusterFileSystem: ServerFileSystem domain cluster_root_backup is no longer served by node node-96,E9,HPC
1074100162,clusterfilesystem,INFO,ClusterFileSystem: ServerFileSystem domain root_domain is no longer served by node node-160,E9,HPC
1074120046,clusterfilesystem,INFO,ClusterFileSystem: ServerFileSystem domain root3_domain is no longer served by node node-128,E9,HPC
1074121737,clusterfilesystem,INFO,ClusterFileSystem: ServerFileSystem domain root9_domain is no longer served by node node-224,E9,HPC
1074121911,clusterfilesystem,INFO,ClusterFileSystem: ServerFileSystem domain root10_domain is no longer served by node node-224,E9,HPC
1074124407,clusterfilesystem,INFO,ClusterFileSystem: ServerFileSystem domain root28_domain is no longer served by node node-96,E9,HPC
1074125608,clusterfilesystem,INFO,ClusterFileSystem: ServerFileSystem domain root30_domain is no longer served by node node-0,E9,HPC
1074129956,clusterfilesystem,INFO,ClusterFileSystem: ServerFileSystem domain root26_domain is no longer served by node node-57,E9,HPC
1074257445,clusterfilesystem,INFO,ClusterFileSystem: ServerFileSystem domain root29_local is no longer served by node node-28,E9,HPC
1074257629,clusterfilesystem,INFO,ClusterFileSystem: ServerFileSystem domain root12_domain is no longer served by node node-11,E9,HPC
1076533718,clusterfilesystem,INFO,ClusterFileSystem: ServerFileSystem domain root5_domain is no longer served by node node-196,E9,HPC
1076533356,clusterfilesystem,INFO,ClusterFileSystem: ServerFileSystem domain root28_domain is no longer served by node node-187,E9,HPC
1076959081,clusterfilesystem,INFO,ClusterFileSystem: ServerFileSystem domain root5_tmp is no longer served by node node-228,E9,HPC
